"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08"
"Steuben County","NY","Corning","36","101",585,125000,129000,129900,129900,129900,129900,129900,129900,129250,124900,128900,125000,123500,114900,120000,124900,119900,120000,119900,119900,119900,119900,119900,128700,133900,129000,130000,129900,129900,129900,129900,125000,126900,124900,125950,129000,125950,125000,126000,127200,129500,127850,127100,124000,124250,119900,119500,119000,119900,119450,124500,129900,129900,129000,129900,127900,124900,124900,124000,119900,119900,125000,129000,129900,139900,139900,139900,136000,134000,129900,133995,129900,129000,129900,129900,129900,129900,134000,130000,130000,124900,122000,123000,125000,124900,120000,120950,117900,124900,125000,133250,129943.5,129900,129900,135000,132000,129900,129000,129900,129900,129000,126250,129900,129900,129900,129900,129000,124900,125000,125000,132450,129900,134900,136900,136450,135000
"Albemarle County","VA","Charlottesville","51","003",586,349000,349000,344900,342449.5,349900,349000,349900,349900,343450,349900,349000,339900,339000,327000,325000,329900,349000,339900,339900,339900,339900,335000,325656,319000,325000,324900,320597.5,339000,329000,335000,329000,324900,317900,334900,339000,324925,350000,349900,358445,359900,380000,379945,384400,384990,389900,395000,415400,398985,399900,394995,399500,404900,415000,404900,414990,414700,404900,409950,425000,434950,435000,449000,429900,429900,425000,438900,443180,448000,457900,459000,454900,450000,458450,434900,445250,459900,474900,464950,450000,473900,479550,489900,498950,479900,479900,474900,473900,479100,484900,477900,484900,487000,499000,499000,489900,506950,489900,494900,477990,484900,482245,475000,474325,475000,484950,479450,485000,484900,495000,495000,484000,489900,494900,489000,485000,480000
"Bradley County","TN","Cleveland","47","011",587,159900,162900,159900,159900,159900,159900,159900,159900,159900,159900,159900,159900,156950,149900,150000,149900,150000,152000,155000,155900,157500,155900,157000,154900,149900,150000,149500,153950,149900,150900,151500,149900,150000,149900,151000,149900,149900,149900,159500,160000,165000,164900,165900,164900,159950,159450,159900,159900,155000,155150,159900,166000,169000,169900,169900,169000,169900,169900,173950,169900,159900,164900,159900,159900,167000,169900,169900,177500,184000,169900,178700,176900,174900,175000,179900,183200,177000,180000,179900,181450,179900,184900,179900,189900,189900,189900,189900,194900,197500,194500,194700,199900,199900,199900,199900,199900,215000,204950,198450,203400,199999,204900,199900,204900,204900,208400,209900,214900,214900,224900,225000,228900,225250,235000,234900,234900
"Highlands County","FL","Sebring","12","055",588,140000,139900,139000,135000,130900,129900,129000,125000,125000,119925,119000,117700,115000,109900,112450,114000,110000,109900,109500,109000,106000,101500,104900,99000,99000,94700,94900,89900,89500,88450,85000,85000,85000,85000,86950,85000,85000,89000,89900,89900,94900,95000,95000,94500,90000,94900,95000,97350,97500,99900,107750,105250,110000,114900,105250,109250,111000,114900,114900,118500,119897.5,124700,125000,126000,127999,127700,129900,130000,132900,134900,136200,137000,139900,140000,139900,141900,149000,148500,149500,149900,150000,154900,155000,155000,159450,149900,149500,149200,149100,149500,148000,149900,154900,155000,158000,158500,155000,158875,154900,155000,159900,159900,159900,159900,160000,159900,161900,163000,162800,159900,162000,159999,164900,164900,164900,162700
"Nevada County","CA","Truckee-Grass Valley","06","057",589,419000,415000,399000,399000,399900,419000,399900,399000,399000,398776.5,395000,364707,359000,350000,356500,350000,355000,375000,377500,365000,359910,350000,329000,319450,309000,309450,3e+05,325000,329000,340000,349000,345000,345000,345000,350000,339000,349000,354500,365250,374900,387000,399000,399000,396000,390500,389900,389900,379900,369000,369000,384500,395000,419000,419900,419000,419000,419000,406000,4e+05,407500,417000,415000,425000,429000,425000,429000,439500,439000,449000,449900,449950,449900,449000,437500,449000,449250,469000,494000,499000,509000,510000,509500,499000,499000,504250,509250,499975,518000,499975,515000,525000,532500,525000,508500,525000,529000,519000,525000,539000,529500,525000,525000,515000,499000,499000,498000,485000,475000,471250,494500,489950,513800,499950,514950,515000,510000
"Eau Claire County","WI","Eau Claire","55","035",590,159900,155000,149900,144500,144900,144900,139900,139900,142900,139900,139900,139900,139900,134900,134900,136850,138400,134900,134900,136900,134900,134900,135250,132900,129900,129900,129900,129900,133450,134900,133450,129900,129900,125900,124900,125000,125750,127900,129900,139900,144900,144900,140000,139900,139900,137500,135900,134900,134900,144900,140912.5,145990,149830,146400,147200,142000,139900,134908.5,134908.5,134800,139900,139900,147900,144900,149700,149900,149900,145000,149900,153900,154900,159000,159700,159000,159500,159900,159900,159700,159900,159900,159900,159900,163950,165000,179900,181250,183900,184900,189900,188450,185950,179900,179900,174900,184900,189900,189900,199900,199900,195000,202450,215000,214949.5,199900,199900,199900,199500,190000,199900,199995,206500,209900,209900,199900,199900,204900
"Wicomico County","MD","Salisbury","24","045",591,187900,181500,179900,179900,179900,179899.5,176449.5,175000,179500,174993,175000,169975,169900,169900,169900,169900,169900,169700,161900,161900,164900,161900,161450,159990,159900,157000,159900,158900,159500,159900,159900,159900,159900,154900,159000,156250,154700,150450,149900,159900,159900,161400,159900,165000,159900,158900,158900,152500,149900,152900,159900,159900,163899.5,165950,169000,165450,159900,157500,154900,154900,159900,159000,157000,155000,157700,159900,159900,159900,159950,159900,162500,159000,155900,159000,159700,159900,160000,160000,163500,159900,159900,158000,154900,149945,149000,150000,154997.5,159900,159900,164900,164900,164900,164700,159900,159900,159000,157400,159000,159900,164900,165000,169900,175000,171750,169900,174900,179900,179900,179900,185000,189900,199900,203000,199900,199995,2e+05
"Madison County","TN","Jackson","47","113",592,123900,122000,124900,124900,124900,126200,129900,128500,125900,122900,122500,120000,119900,118900,119900,119900,119900,119700,118200,115900,119900,117900,117900,112700,114000,117000,116400,118000,117900,119677.5,122375,122500,119950,119900,119950,122000,119900,120000,123900,127200,127950,127800,125450,124900,123500,124900,124700,124900,124900,125000,129900,129900,132900,131900,134900,134800,129999.5,130000,134900,125450,124900,128900,128900,134500,139300,139900,143900,145000,139900,139900,139900,139900,139500,139900,139900,144900,144900,144000,139900,139900,139900,139900,141000,141000,136500,134900,135000,134900,144900,149900,143500,149900,149950,149900,159000,154900,159900,144900,146000,146000,149000,145000,149900,154500,142950,144900,139900,139900,139900,154950,157950,159900,159900,169900,162500,163500
"Cleveland County","NC","Shelby","37","045",593,119900,116000,115000,115000,115000,110000,112000,115850,115900,116500,116250,115000,111900,109900,109900,116200,119900,123000,124900,125825,128900,126000,125000,125000,129495,123500,122000,119900,122000,124500,120000,124900,119000,119000,125000,125450,120000,119900,123750,124900,125000,124900,128500,126700,129250,129000,128000,120000,119000,124900,135000,136750,139000,139950,139638.5,139000,139900,138900,135000,138900,139000,139900,129900,133950,137200,139000,139950,145000,144900,134950,133990,132250,129900,129900,129900,129950,128950,129900,134900,132000,135900,139900,137000,132900,131990,129900,129900,132900,139900,142900,137000,139000,139900,135000,135000,135000,135000,135000,139900,150000,158000,155000,155000,154900,150000,147500,145900,149900,147950,149900,149900,150000,157500,164400,160000,161107.5
"Fairbanks North Star Borough","AK","Fairbanks","02","090",594,217000,221200,211450,225000,233400,234450,234900,235000,230000,230000,220000,222700,225000,222450,229900,229900,224950,227900,229900,225000,220000,219900,216000,219900,216500,219900,219900,219950,229000,229900,229000,225000,224900,221450,219000,219900,222900,219900,224900,224900,224900,222500,222700,219900,210000,214900,207500,199900,194900,199900,204900,214900,215000,215000,215000,214900,209900,199250,189999.5,189999.5,198000,202500,219900,220000,220000,219900,214900,207950,207000,199500,199000,195950,199900,199999,223450,224900,228500,229000,224900,224900,222000,218925,219000,214900,211900,214900,213900,219700,218900,213450,215000,218000,218950,214500,198000,199900,204500,210000,215000,234950,227000,229900,235950,239900,240000,229900,220000,229900,224000,224949.5,224900,224900,225000,234900,239000,234950
"Cape May County","NJ","Ocean City","34","009",595,499000,495000,492450,479000,479900,495000,498500,494450,498000,479000,469900,459450,449000,439900,442616.5,436500,439000,425000,419900,413000,419900,399000,399000,389000,395000,389999,399900,396615.5,375000,374000,375000,369000,375000,375000,379000,382000,389900,394750,399000,389900,399000,395450,389900,385000,399000,399900,409900,419900,419900,419900,399900,399250,399000,399000,379900,379900,389000,389000,389900,389300,395000,399000,399800,399000,388500,374500,369000,374000,379900,389900,395000,389900,389000,390000,389900,399000,399000,399000,399000,399000,399000,399000,395000,395000,399000,395000,389000,380000,379900,379000,379900,379000,399000,399000,399000,399000,399992.5,415000,409900,399999.5,399000,399999,399900,399900,415000,418250,419900,415000,419900,419900,409900,425000,425000,429000,430000,439900
"Roanoke City","VA","Roanoke","51","770",596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122700,124900,125900,128950,127225,126925,124950,124950,121450,119950,119975,119900,119950,123500,124972.5,124974.5,124825,124700,124225,124000,124950,120750,119900,119900,116500,119950,124950,124950,124900,122625,121900,124812.5,119950,119950,119950,124900,125000,125000,129500,129925,129950,129950,129995,129950,129900,129900,125950,129637.5,129912.5,129500,134000,138500,135200,135000,131500,133900,129950,132000,129970,139900,134950,140000,145000,144500,144700,142900,147500
"Daviess County","KY","Owensboro","21","059",597,129900,128400,129900,129900,124900,124900,119900,113450,112000,113900,114900,115900,119200,119750,120000,124900,124900,119900,119900,118817.5,115000,117500,114900,114900,114400,114900,116950,119900,119900,129900,137500,137500,129900,127450,129900,129948.5,127000,129900,129900,129900,127000,124900,126500,124900,129900,139250,134900,129900,129900,129900,129900,135950,139894,134900,134900,137900,134900,137900,139500,136000,139500,139900,142900,145000,154900,156400,154900,154900,154900,154900,149900,149900,147500,149500,149900,149900,149900,150000,159900,149900,159900,159900,169500,169900,169900,167721,169900,179900,182400,169900,178900,179900,180400,172300,182700,189900,198950,193800,189900,193550,195600,196400,190100,195600,194300,196700,199700,199600,200200,203400,212750,210200,204900,201500,197359.5,194900
"Craighead County","AR","Jonesboro","05","031",598,149900,149500,145900,142900,145400,145000,139900,143900,147700,139900,139900,138700,134900,135000,136000,137400,135000,134900,135000,139900,138750,139700,139900,139900,137500,135000,132000,139500,139900,139975,143000,147500,152050,153000,152000,152000,149900,149900,149450,149900,149900,149950,148900,149000,149625,152000,149900,148750,149900,159900,159000,157900,157000,159900,159900,159900,159900,159900,159900,154900,154900,155000,150000,159000,159250,159900,159900,159500,164900,169500,168200,173900,177350,179800,174900,158899.5,185000,185000,177000,172250,168900,168900,165000,165000,164900,169900,170000,178500,173500,165000,162500,162900,165000,169900,169000,163700,165250,174995,175000,179000,175000,175000,178800,175500,174500,169900,174500,175900,175000,183600,179900,184900,185000,189900,189900,182750
"Cabell County","WV","Huntington-Ashland","54","011",599,132000,129900,139000,139900,139000,139000,134900,129900,128500,127860,129000,119000,119000,124900,130000,129900,135000,131450,129000,124250,123500,124900,125000,125000,124900,124900,124900,124700,119000,119900,123500,129000,124900,123500,127750,125000,125000,129900,132500,132000,135000,134900,129900,129900,129900,129999,130000,129700,133450,134900,137000,138250,147500,142500,142000,142250,139500,138000,139000,139900,135000,135000,134900,136900,139500,137500,132000,132250,133250,138000,139900,142500,138749.5,137500,138500,139950,144900,139950,134900,129900,129900,128500,128999.5,127900,129900,127450,129900,129900,129900,129900,129900,124900,124900,120000,119000,119000,126500,120000,124949.5,129000,129900,129900,129900,128000,131250,129900,125000,125000,128500,128900,129900,129900,130000,129900,133500,130999.5
"Lafourche Parish","LA","Houma-Thibodaux","22","057",600,159000,154500,159900,159900,154000,159000,160500,164950,169000,167500,165000,159950,160750,159000,156500,150000,153950,151437.5,152437.5,151000,155000,154500,158450,168000,169900,169900,169900,163450,159000,157000,160000,156500,169200,164500,164900,164500,168100,165000,168900,172000,169950,171400,172000,170900,171900,169900,165700,165000,164312.5,165900,170000,170000,170330,170000,174000,174700,176900,182900,180424,181275,185000,187900,185250,183000,180000,179900,178500,175000,171000,175500,174900,168250,183000,189000,189900,185000,186350,189900,189950,185000,182300,182250,178500,184500,175000,173000,175000,179850,179900,180000,181500,179900,179000,179000,179000,179900,179500,180000,180000,181000,179500,179900,180500,184000,189900,193000,199900,196000,196000,196000,192750,195900,192000,189700,189900,192000
"Floyd County","GA","Rome","13","115",601,119900,119900,119900,124900,119000,119000,119900,119900,119900,118900,119900,120000,119900,109950,114900,114900,114700,110000,109900,115000,119000,118900,109900,109000,114900,110000,114900,109000,107500,114280,110000,117400,115000,117000,118500,114850,114000,114900,119900,119900,119900,124900,124900,129000,129800,129550,125987,124900,119900,119900,122900,125000,129900,129900,129900,129900,129900,129900,129900,128500,129900,134900,134900,134900,138200,139500,139500,135000,135000,137200,136900,135000,130000,129900,135000,139900,146000,149000,139900,140000,144900,144900,145000,148000,149900,144950,145000,149850,149992,159500,159900,157900,156900,159900,159900,159900,159900,159000,159900,159900,169850,170000,162250,156430,158500,158250,159000,158750,155450,154900,159900,159900,166990,174900,179900,179900
"Monongalia County","WV","Morgantown","54","061",602,194000,197500,194450,197000,198000,199000,199000,199500,198000,2e+05,201499,199800,198000,189900,189900,189995,189900,194900,197800,197650,199900,199900,199900,199250,199500,195000,194999,190000,192700,195000,197000,195000,197941,196799,195000,195000,199700,199900,197382,195000,199000,199000,2e+05,199000,199500,190000,189999.5,189888.5,194500,193500,208499.5,215000,224450,229000,229900,232246,229250,230000,229425,229999,229900,231750,228450,229900,231750,232900,229900,225000,233250,235000,238000,230000,238250,225328,232417.5,239950,244500,247450,239000,244500,244900,238500,244500,246000,239900,236500,238000,243850,250000,249950,249000,243200,245000,234950,239450,245000,249000,238400,249000,250000,250000,250000,255000,249900,255000,249900,264950,259950,260000,260000,259000,265000,266170,264880,269000,270000
"Garland County","AR","Hot Springs","05","051",603,179900,179900,180000,179500,184500,185000,186000,185000,188000,185000,184900,182000,184500,160000,176500,176000,179000,178000,175000,169900,169900,168250,166250,165000,165000,165000,169000,175000,179000,178500,172750,169900,168000,165000,159900,159000,155450,159900,160000,164500,163650,159994,160000,159900,159500,145000,139900,139500,137500,131900,135000,139900,141000,146900,144900,144900,142000,145000,144900,144900,144900,147500,149900,152000,169900,168750,174500,175500,179900,179000,168900,165000,169900,169900,173000,172000,175000,179900,179900,179900,180000,180000,189000,184950,180000,180000,179500,189900,199900,199500,199900,199000,199900,197500,199500,199000,198000,197500,209000,213000,212000,209900,210000,199500,205000,199900,195000,199500,190000,197250,199250,215000,215000,220000,224900,224900
"Nash County","NC","Rocky Mount","37","127",604,142900,142900,147900,144900,144900,141500,139900,139900,140000,140750,142700,139900,139900,139900,139450,138950,139000,135000,134800,134900,138900,135500,134900,129900,129900,129900,131950,126900,129900,128500,129900,126900,125000,128600,127400,126000,124900,127150,128950,129900,129900,129900,129000,129900,129900,129900,125000,124250,124900,124900,124950,127500,125950,126500,129850,129900,129900,129500,129900,128900,129900,128900,129450,129900,129900,129900,130000,129900,132825,129999,129900,127900,129900,130000,134900,139550,137500,138000,139900,139900,140900,139900,137900,138950,137400,138250,134000,139174,139500,139900,142900,141400,144500,140000,149900,145900,149900,155000,161500,156500,159950,163500,160750,164900,168500,167950,163450,164900,161900,164900,174900,165495,159945,155040,159800,162450
"Flagler County","FL","Deltona-Daytona Beach-Ormond Beach","12","035",605,205000,209000,208750,199900,199000,195000,189900,189900,184900,182000,179000,175000,174950,170000,164000,154900,150000,150000,149800,146500,145000,145000,145000,139999,140000,145000,149900,149900,155000,159000,159000,151900,150000,154900,155500,159000,169000,169000,174900,179900,183945,185000,195000,197750,191995,189900,187450,188990,184900,184990,188900,191950,194600,196990,195000,195000,199900,199999.5,205000,199994.5,204900,219000,219000,215900,224900,234900,235000,238000,247900,249700,254998.5,255000,249900,255000,255000,262900,261900,264500,269000,265000,265000,269900,266215,265000,268940,274900,275000,270000,265000,264900,269000,264900,269000,265000,265000,262025,264800,265000,268945,274500,278700,279900,283940,279000,279900,279900,286695,289000,285000,280000,290000,295800,295000,289900,287495,286140
"Portsmouth City","VA","Virginia Beach-Norfolk-Newport News","51","740",606,160000,163950,164900,165000,160000,159000,159000,159000,159000,157000,154900,149900,148450,148000,149500,144900,145000,145000,143900,142500,139900,139900,143000,139900,137500,139250,135900,130000,129900,135900,135900,139250,135800,137950,139000,140500,147150,145000,149250,151900,149900,149900,150000,150000,144700,140000,140000,140000,139900,139900,140000,145250,145000,144660.5,145000,140000,139900,139000,139974.5,139900,140000,140000,144900,149900,149900,150000,149900,145950,147900,149000,145000,145000,144000,145000,149000,149949.5,145000,149000,149900,150000,149900,154900,149900,149700,145000,149000,153000,157200,159900,159900,162000,159390,159900,157700,158500,155900,155000,150000,150000,157500,164500,159900,159900,159900,159850,159900,159900,155900,155000,158000,164950,165700,165000,167500,165000,167500
"Madison County","MS","Jackson","28","089",607,249900,246350,239900,240000,245000,245000,239000,239950,239000,244950,246450,239250,245000,239650,244700,248500,254500,249900,250000,249900,249900,248250,235000,229900,230000,230000,239900,239950,245000,249500,249000,239900,245000,234950,234900,226900,228450,228200,233800,239900,249900,249900,249500,245200,244900,249250,244000,239900,237500,229900,236000,243900,249500,259900,255000,267900,267500,271500,274894.5,279900,288450,295000,295000,299900,299949.5,299000,299900,299500,296450,296450,289950,284900,274900,274950,278000,279000,285000,280450,288400,292000,284900,284900,284900,285000,289900,298000,299000,299950,314900,318000,314900,324900,319900,336750,329900,339500,331950,319200,329250,324900,324950,309450,309000,299999.5,302000,296799,299000,299900,299250,299900,299999,299000,308500,319000,315000,322500
"Sutter County","CA","Yuba City","06","101",608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,229750,230000,230000,233250,229900,234900,234000,229950,245000,240000,239950,239950,241750,239900,241750,254950,248450,249900,250000,249947.5,253600,249000,249950,255000,255000,245000,249950,244950,255000,257700,265000,269900,269500,274500,275000,275000,268888,255000,259900,265000,263500,275000,287000,284900,280000,289000,299000,295000,295000,295000,296900,309000,315000,317000,319900,320000,322450,324900,319900,309900,303000,305000,299250,308450,315000,319900,319950,329900,329000,328250
"Dougherty County","GA","Albany","13","095",609,131000,131750,129900,132500,135700,135750,132900,129900,129000,126200,124900,125000,124000,120000,129000,127000,126700,124900,124900,121900,122700,120000,120000,120000,119900,117950,115000,112250,109900,109000,109000,1e+05,99900,99900,99900,99900,99500,99900,99900,99500,99900,105000,1e+05,1e+05,104900,103000,101000,99900,99900,99900,99900,99900,104700,99000,97900,99900,99500,98300,97150,94500,89950,89950,89900,89900,90000,94900,89900,89900,89900,89900,88900,85000,84950,87900,89900,88975,89900,89250,87000,88975,85900,89450,88900,84000,86500,86725,85366,89900,94900,95000,92900,95000,105500,99900,106000,105000,99900,99500,99900,109900,107500,108000,1e+05,96750,99900,94900,89900,89900,87000,89900,85950,85900,80250,82987,89125,88880
"Northumberland County","PA","Sunbury","42","097",610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94950,95000,97000,96000,95500,95500,99900,98900,1e+05,99900,97000,98900,105000,99900,99900,105000,115000,110000,124900,125000,119900,118500,108000
"Montgomery County","VA","Blacksburg-Christiansburg-Radford","51","121",611,199500,199900,202725,210000,214900,219500,224900,219925,219900,219500,209987.5,209400,204000,199000,199900,199950,199950,199900,199900,204000,199900,199900,199900,199500,199900,199900,205000,205000,206000,209363,207900,203500,199900,198500,190700,189700,185000,192500,194200,194500,199000,189450,189950,188500,180000,179000,175000,179000,182000,180000,182000,189900,192500,193500,195000,189000,190000,190000,189900,189250,189900,195425,202500,205000,213450,220000,219450,214950,215450,219450,219900,215000,227000,229900,229900,230950,230725,232900,229900,229900,234400,229900,229900,227250,220000,235000,234950,249900,249900,249000,246450,243350,249900,249900,249900,242900,242900,248900,247500,249000,249000,235000,235000,234900,239000,239000,234900,231000,227400,233750,242450,247575,247500,236950,239000,241425
"Wayne County","NY","Rochester","36","117",612,116400,122400,128200,129900,134900,134900,129900,127200,129900,129900,135000,130000,129900,129900,129900,124900,124950,129900,129900,128000,127346,122250,123700,124900,124900,129900,129700,128200,122900,124000,119900,119900,119900,119250,114950,117900,109900,113250,109900,109900,118900,118900,114950,119900,115000,116450,115250,110000,109900,99900,109950,119900,115000,119700,114900,115000,119700,119900,124900,115000,109900,110950,113000,124000,129900,131200,134900,129900,125000,124900,124900,124900,108900,109900,129200,125500,139900,139900,134900,134900,129900,129900,129900,129990,126900,119900,126400,129900,131118,134900,133107,129900,129700,131875,130875,129900,129900,131750,139900,144900,147500,149000,139900,139900,139900,139900,139900,139500,143900,139900,148250,149900,149900,149900,149900,150000
"Dubuque County","IA","Dubuque","19","061",613,169900,163900,159900,157500,159000,159900,164500,159950,154900,149900,153950,149900,157000,154900,155000,154900,155700,158200,159900,159900,163000,164900,164900,169450,169900,165000,168000,164000,164900,164900,159900,158000,159000,159500,157900,159250,158900,157900,153900,154900,154900,158500,155000,152000,149900,149900,149500,149700,139900,149250,149900,159900,169900,165000,163200,167000,168000,167500,169900,169250,168700,170000,175000,185500,179000,176000,169900,177000,174900,174900,172500,174900,182200,187500,189900,188250,179900,183750,182950,179900,174950,183350,182500,194900,197000,189900,194900,194900,197950,199900,195000,199000,195000,199000,189900,195000,198900,210000,222500,219700,214700,215000,208000,205000,202445,199900,189900,197000,194900,199900,204950,219500,224200,220000,219700,224900
